sequence,module,level,type,identifier,name,datatype,multiplicity,association_role,definition,label_local,definition_local,source_bsm_id,semantic_path,associated_module,class_term,local_name,xpath
186,en16931,4,A,,Invoiced item VAT rate,Decimal,0..1,,percentage that applies to the invoiced item. A group of business terms providing information about the goods and,,,BT-152,$.invoice.invoiceLine.lineVatInformation.invoicedItemVatRate,,Line VAT information,InvoicedItemVatRate,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:LineVatInformation/en:InvoicedItemVatRate
187,en16931,3,C,,Item information,,1..1,,A group of business terms providing information about the goods and services invoiced.,,,BG-31,$.invoice.invoiceLine.itemInformation,,Item information,ItemInformation,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation
188,en16931,4,A,,Item name,Text,1..1,,A name for an item.,,,BT-153,$.invoice.invoiceLine.itemInformation.itemName,,Item information,ItemName,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemName
189,en16931,4,A,,Item description,Text,0..1,,A description for an item.,,,BT-154,$.invoice.invoiceLine.itemInformation.itemDescription,,Item information,ItemDescription,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemDescription
190,en16931,4,A,,Item seller identifier,Identifier,0..1,,"An identifier, assigned by the Seller, for the item.",,,BT-155,$.invoice.invoiceLine.itemInformation.itemSellerIdentifier,,Item information,ItemSellerIdentifier,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemSellerIdentifier
191,en16931,4,A,,Item buyer identifier,Identifier,0..1,,"An identifier, assigned by the Buyer, for the item.",,,BT-156,$.invoice.invoiceLine.itemInformation.itemBuyerIdentifier,,Item information,ItemBuyerIdentifier,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemBuyerIdentifier
192,en16931,4,A,,Item standard identifier,Identifier,0..1,,An item identifier based on a registered scheme.,,,BT-157,$.invoice.invoiceLine.itemInformation.itemStandardIdentifier,,Item information,ItemStandardIdentifier,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemStandardIdentifier
193,en16931,4,A,,Item classification identifier,Identifier,0..*,,A code for classifying the item by its type or nature.,,,BT-158,$.invoice.invoiceLine.itemInformation.itemClassificationIdentifier,,Item information,ItemClassificationIdentifier,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemClassificationIdentifier
194,en16931,4,A,,Item country of origin,Code,0..1,,The code identifying the country from which the item originates.,,,BT-159,$.invoice.invoiceLine.itemInformation.itemCountryOfOrigin,,Item information,ItemCountryOfOrigin,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemCountryOfOrigin
195,en16931,4,C,,Item attributes,,0..*,,A group of business terms providing information about properties of the goods and services invoiced.,,,BG-32,$.invoice.invoiceLine.itemInformation.itemAttributes,,Item attribute,ItemAttributes,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemAttributes
196,en16931,5,A,,Item attribute name,Text,1..1,,The name of the attribute or property of the item.,,,BT-160,$.invoice.invoiceLine.itemInformation.itemAttributes.itemAttributeName,,Item attribute,ItemAttributeName,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemAttributes/en:ItemAttributeName
197,en16931,5,A,,Item attribute value,Text,1..1,,The value of the attribute or property of the item.,,,BT-161,$.invoice.invoiceLine.itemInformation.itemAttributes.itemAttributeValue,,Item attribute,ItemAttributeValue,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemAttributes/en:ItemAttributeValue
